class,filepath,label
leaf_rust,ICLR/test/test/8UWVT9.jpg,1
stem_rust,ICLR/test/test/8W40NI.JPG,2
healthy_wheat,ICLR/test/test/8WTRO2.jfif,0
healthy_wheat,ICLR/test/test/8ZA12G.jpg,0
stem_rust,ICLR/test/test/98B5MA.jfif,2
leaf_rust,ICLR/test/test/991ULH.JPG,1
stem_rust,ICLR/test/test/99LHT9.jpg,2
stem_rust,ICLR/test/test/9K455I.JPG,2
leaf_rust,ICLR/test/test/9PZOH9.JPG,1
healthy_wheat,ICLR/test/test/9ZUXDP.jpg,0
stem_rust,ICLR/test/test/A22GNM.JPG,2
leaf_rust,ICLR/test/test/A35NKL.jfif,1
stem_rust,ICLR/test/test/A71S2G.jfif,2
stem_rust,ICLR/test/test/AA2RK9.jpg,2
leaf_rust,ICLR/test/test/ACCC3M.jfif,1
stem_rust,ICLR/test/test/AD54KD.jpg,2
stem_rust,ICLR/test/test/ADM9WH.JPG,2
leaf_rust,ICLR/test/test/AJTPKP.jfif,1
leaf_rust,ICLR/test/test/AQ9G8P.jfif,1
leaf_rust,ICLR/test/test/AQNWMU.jfif,1
stem_rust,ICLR/test/test/ASWEM4.JPG,2
stem_rust,ICLR/test/test/AXVIDD.JPG,2
leaf_rust,ICLR/test/test/B5Z53V.jfif,1
leaf_rust,ICLR/test/test/B6767Y.jfif,1
stem_rust,ICLR/test/test/B7A4WN.JPG,2
leaf_rust,ICLR/test/test/B8BA82.JPG,1
leaf_rust,ICLR/test/test/B9CYAF.jpg,1
stem_rust,ICLR/test/test/BDVR3G.jfif,2
leaf_rust,ICLR/test/test/BE0SDD.JPG,1
leaf_rust,ICLR/test/test/BM4CGJ.jfif,1
stem_rust,ICLR/test/test/BN5L96.JPG,2
stem_rust,ICLR/test/test/BR5HS1.JPG,2
stem_rust,ICLR/test/test/BXDDND.jpg,2
stem_rust,ICLR/test/test/BY3KQK.jfif,2
healthy_wheat,ICLR/test/test/C00UDR.jfif,0
leaf_rust,ICLR/test/test/C3HVUP.jfif,1
leaf_rust,ICLR/test/test/C3LIDU.jpg,1
leaf_rust,ICLR/test/test/C4TEDN.jfif,1
healthy_wheat,ICLR/test/test/C7ORQ3.jfif,0
leaf_rust,ICLR/test/test/C8F2PR.jpg,1
stem_rust,ICLR/test/test/C9K49P.JPG,2
leaf_rust,ICLR/test/test/CA6QE3.jfif,1
stem_rust,ICLR/test/test/CJI2ZI.jpg,2
leaf_rust,ICLR/test/test/CJKDD9.JPG,1
stem_rust,ICLR/test/test/CON3Q6.jfif,2
leaf_rust,ICLR/test/test/CRAO3W.jfif,1
leaf_rust,ICLR/test/test/CS8I7X.jfif,1
stem_rust,ICLR/test/test/CTKEVP.JPG,2
leaf_rust,ICLR/test/test/CVJKQ0.jfif,1
stem_rust,ICLR/test/test/CVP2F1.JPG,2
healthy_wheat,ICLR/test/test/CWFUHX.jpg,0
stem_rust,ICLR/test/test/CZV7V8.JPG,2
leaf_rust,ICLR/test/test/D47QCW.JPG,1
leaf_rust,ICLR/test/test/D6TACK.jfif,1
leaf_rust,ICLR/test/test/D9POPP.jfif,1
leaf_rust,ICLR/test/test/DA6ERF.jfif,1
healthy_wheat,ICLR/test/test/DFJMOK.jpg,0
healthy_wheat,ICLR/test/test/DJ2O5O.jpg,0
leaf_rust,ICLR/test/test/DK3M7U.JPG,1
healthy_wheat,ICLR/test/test/DPN5Y4.jfif,0
stem_rust,ICLR/test/test/DSKH8C.JPG,2
healthy_wheat,ICLR/test/test/DSPYUI.jpg,0
stem_rust,ICLR/test/test/DT051P.jpg,2
leaf_rust,ICLR/test/test/DWS774.jpg,1
healthy_wheat,ICLR/test/test/DZKYZG.jfif,0
leaf_rust,ICLR/test/test/E1UT92.jfif,1
leaf_rust,ICLR/test/test/E3UUAH.jpg,1
leaf_rust,ICLR/test/test/E5Y6C2.jfif,1
stem_rust,ICLR/test/test/E7U5LA.jfif,2
healthy_wheat,ICLR/test/test/E830B4.jfif,0
leaf_rust,ICLR/test/test/EF1VE8.JPG,1
leaf_rust,ICLR/test/test/EJJNP8.jfif,1
stem_rust,ICLR/test/test/EK02MQ.JPG,2
healthy_wheat,ICLR/test/test/ELN2OX.jpg,0
healthy_wheat,ICLR/test/test/ELQYW8.jpg,0
stem_rust,ICLR/test/test/ELRIT5.jfif,2
leaf_rust,ICLR/test/test/EMTPG4.jfif,1
stem_rust,ICLR/test/test/EN5EK8.jpg,2
leaf_rust,ICLR/test/test/ENCNA4.jpg,1
healthy_wheat,ICLR/test/test/ENU2K6.jpg,0
stem_rust,ICLR/test/test/EO5HB4.JPG,2
healthy_wheat,ICLR/test/test/ERHSBV.jpg,0
stem_rust,ICLR/test/test/ETB5K9.jpg,2
leaf_rust,ICLR/test/test/ETFAA4.jpg,1
stem_rust,ICLR/test/test/EXK568.jfif,2
stem_rust,ICLR/test/test/EY1RVI.jpg,2
leaf_rust,ICLR/test/test/EYM7FV.jpg,1
stem_rust,ICLR/test/test/F0BMJU.jfif,2
leaf_rust,ICLR/test/test/F0YDOW.jfif,1
stem_rust,ICLR/test/test/F16156.JPG,2
healthy_wheat,ICLR/test/test/F254OR.jpg,0
leaf_rust,ICLR/test/test/F3J2L6.jfif,1
stem_rust,ICLR/test/test/F3ST2N.jpg,2
stem_rust,ICLR/test/test/FCSIZW.JPG,2
stem_rust,ICLR/test/test/FDYILZ.jfif,2
stem_rust,ICLR/test/test/FDZAG6.jpg,2
stem_rust,ICLR/test/test/FFHGCR.JPG,2
stem_rust,ICLR/test/test/FKJ27S.jpg,2
leaf_rust,ICLR/test/test/FKPU4K.jpg,1
leaf_rust,ICLR/test/test/FL2RE2.jpg,1
stem_rust,ICLR/test/test/FNLBVY.JPG,2
stem_rust,ICLR/test/test/FQ76KG.jpg,2
leaf_rust,ICLR/test/test/FWIQO3.jfif,1
leaf_rust,ICLR/test/test/G0TFZN.jfif,1
stem_rust,ICLR/test/test/G1S125.jpg,2
leaf_rust,ICLR/test/test/G29JG9.jfif,1
leaf_rust,ICLR/test/test/G2VH1H.JPG,1
stem_rust,ICLR/test/test/G5P8A1.jfif,2
leaf_rust,ICLR/test/test/G62S7Q.JPG,1
stem_rust,ICLR/test/test/G7171A.JPG,2
leaf_rust,ICLR/test/test/G7WKXC.jpg,1
leaf_rust,ICLR/test/test/G8036S.jfif,1
healthy_wheat,ICLR/test/test/G9LU3H.jpg,0
healthy_wheat,ICLR/test/test/G9QN1Q.jfif,0
leaf_rust,ICLR/test/test/GAV4C1.JPG,1
healthy_wheat,ICLR/test/test/GDYXBN.jfif,0
stem_rust,ICLR/test/test/GE2DXP.jpg,2
healthy_wheat,ICLR/test/test/GFEE4O.jpg,0
stem_rust,ICLR/test/test/GNU6AP.JPG,2
stem_rust,ICLR/test/test/GRI4UU.JPG,2
stem_rust,ICLR/test/test/GRR4M5.JPG,2
leaf_rust,ICLR/test/test/GSVCRY.jfif,1
healthy_wheat,ICLR/test/test/GTQC1H.jfif,0
stem_rust,ICLR/test/test/GU40NL.JPG,2
stem_rust,ICLR/test/test/GV8I76.JPG,2
stem_rust,ICLR/test/test/GVRCWM.jfif,2
leaf_rust,ICLR/test/test/H0709X.jpg,1
stem_rust,ICLR/test/test/H091MF.jpg,2
leaf_rust,ICLR/test/test/H3XNNP.jpg,1
healthy_wheat,ICLR/test/test/H5L2XQ.jfif,0
stem_rust,ICLR/test/test/H70U3U.JPG,2
stem_rust,ICLR/test/test/H85TRT.JPG,2
leaf_rust,ICLR/test/test/HECXGM.jpg,1
leaf_rust,ICLR/test/test/HFV4BK.jpg,1
stem_rust,ICLR/test/test/HGSMHR.jpg,2
leaf_rust,ICLR/test/test/HHE4UD.jpg,1
leaf_rust,ICLR/test/test/HHFCSR.jfif,1
healthy_wheat,ICLR/test/test/HK4HT6.jpg,0
leaf_rust,ICLR/test/test/HPKJP6.jfif,1
leaf_rust,ICLR/test/test/HQ3927.jpg,1
leaf_rust,ICLR/test/test/I0AOAD.JPG,1
leaf_rust,ICLR/test/test/I0VHG7.jfif,1
leaf_rust,ICLR/test/test/I1ZX1E.jfif,1
healthy_wheat,ICLR/test/test/I2GA4N.jpg,0
leaf_rust,ICLR/test/test/I3C3YL.jpg,1
stem_rust,ICLR/test/test/I5VAXH.jpg,2
healthy_wheat,ICLR/test/test/IDASA8.jpg,0
healthy_wheat,ICLR/test/test/IFUPRC.jfif,0
leaf_rust,ICLR/test/test/IG612B.jfif,1
leaf_rust,ICLR/test/test/IGFK64.JPG,1
leaf_rust,ICLR/test/test/IGS79C.JPG,1
leaf_rust,ICLR/test/test/IMP5ZT.jfif,1
leaf_rust,ICLR/test/test/INMX1M.jpg,1
healthy_wheat,ICLR/test/test/IQD2S6.jpg,0
leaf_rust,ICLR/test/test/IR4P99.jfif,1
healthy_wheat,ICLR/test/test/ITA5CF.jpg,0
healthy_wheat,ICLR/test/test/JCT42O.jpg,0
leaf_rust,ICLR/test/test/JD4FQG.jpg,1
leaf_rust,ICLR/test/test/JGIDPU.jfif,1
leaf_rust,ICLR/test/test/JHIN63.jpg,1
stem_rust,ICLR/test/test/JJFDPS.JPG,2
stem_rust,ICLR/test/test/JLG9QX.JPG,2
leaf_rust,ICLR/test/test/JLQPWF.jpg,1
healthy_wheat,ICLR/test/test/K4KG21.jfif,0
healthy_wheat,ICLR/test/test/K74DSX.jfif,0
leaf_rust,ICLR/test/test/K8I8PV.jpg,1
healthy_wheat,ICLR/test/test/KH8YZM.jfif,0
stem_rust,ICLR/test/test/KHL8RD.jfif,2
leaf_rust,ICLR/test/test/KJ90GY.JPG,1
healthy_wheat,ICLR/test/test/KO0PV1.jpg,0
leaf_rust,ICLR/test/test/KYH823.jpg,1
healthy_wheat,ICLR/test/test/L2JR4M.jpg,0
leaf_rust,ICLR/test/test/L5J6RO.jpg,1
stem_rust,ICLR/test/test/L6VGHO.jfif,2
stem_rust,ICLR/test/test/L7W1SK.JPG,2
leaf_rust,ICLR/test/test/LA5BBQ.jpg,1
leaf_rust,ICLR/test/test/LE4WVZ.JPG,1
stem_rust,ICLR/test/test/LF90OY.jpg,2
healthy_wheat,ICLR/test/test/LFJN5F.jpg,0
healthy_wheat,ICLR/test/test/LGDGLF.jfif,0
leaf_rust,ICLR/test/test/LGMAZF.jfif,1
healthy_wheat,ICLR/test/test/LHT58R.jpg,0
leaf_rust,ICLR/test/test/LIP25C.jpg,1
leaf_rust,ICLR/test/test/LJ48OC.JPG,1
leaf_rust,ICLR/test/test/LK4LU1.jfif,1
healthy_wheat,ICLR/test/test/LL93NP.jpg,0
stem_rust,ICLR/test/test/LN8U2L.JPG,2
stem_rust,ICLR/test/test/LQLMT6.JPG,2
stem_rust,ICLR/test/test/LQRWP1.JPG,2
healthy_wheat,ICLR/test/test/LTKPZ8.jpg,0
leaf_rust,ICLR/test/test/LY6HHL.jfif,1
leaf_rust,ICLR/test/test/LYU01I.jfif,1
leaf_rust,ICLR/test/test/M2I0TS.jfif,1
stem_rust,ICLR/test/test/M9RQNE.jpg,2
leaf_rust,ICLR/test/test/MCWG84.jpg,1
stem_rust,ICLR/test/test/MD84QB.JPG,2
leaf_rust,ICLR/test/test/MFWPB0.jfif,1
stem_rust,ICLR/test/test/MG6QMS.JPG,2
leaf_rust,ICLR/test/test/MKUVEU.jpg,1
leaf_rust,ICLR/test/test/MO69MI.jpg,1
stem_rust,ICLR/test/test/MU5BXX.JPG,2
leaf_rust,ICLR/test/test/MZHRWG.JPG,1
stem_rust,ICLR/test/test/N0HX6Y.jfif,2
healthy_wheat,ICLR/test/test/N567QP.jpg,0
leaf_rust,ICLR/test/test/NBAOVK.jfif,1
healthy_wheat,ICLR/test/test/NDDDKK.jpg,0
stem_rust,ICLR/test/test/NGZ2X2.JPG,2
healthy_wheat,ICLR/test/test/NK8R1S.jpg,0
leaf_rust,ICLR/test/test/NLB59M.jfif,1
leaf_rust,ICLR/test/test/NN5F6I.jpg,1
leaf_rust,ICLR/test/test/NPQJUS.jpg,1
leaf_rust,ICLR/test/test/NQUCTF.jfif,1
leaf_rust,ICLR/test/test/NS8DVC.jfif,1
leaf_rust,ICLR/test/test/NURNH0.jpg,1
leaf_rust,ICLR/test/test/NXCA0Q.jfif,1
stem_rust,ICLR/test/test/NYJHQI.JPG,2
leaf_rust,ICLR/test/test/O2A1R8.JPG,1
stem_rust,ICLR/test/test/O2N892.JPG,2
stem_rust,ICLR/test/test/O7V8IB.JPG,2
leaf_rust,ICLR/test/test/OBZOCF.JPG,1
stem_rust,ICLR/test/test/OCEBS4.JPG,2
stem_rust,ICLR/test/test/OCUL7A.jfif,2
stem_rust,ICLR/test/test/OE2KYL.JPG,2
stem_rust,ICLR/test/test/OHDGS7.jfif,2
stem_rust,ICLR/test/test/OK5TQU.JPG,2
leaf_rust,ICLR/test/test/OLIZFO.jfif,1
stem_rust,ICLR/test/test/OOALVQ.jpg,2
leaf_rust,ICLR/test/test/OPYUWH.jpg,1
stem_rust,ICLR/test/test/OS8FB2.JPG,2
leaf_rust,ICLR/test/test/OSMWTE.jfif,1
stem_rust,ICLR/test/test/OVOLCQ.JPG,2
leaf_rust,ICLR/test/test/OWX65S.JPG,1
leaf_rust,ICLR/test/test/P2SLLF.jfif,1
stem_rust,ICLR/test/test/PDMILG.jfif,2
stem_rust,ICLR/test/test/PDTDLS.jfif,2
leaf_rust,ICLR/test/test/PEA0HS.JPG,1
leaf_rust,ICLR/test/test/PHF5WX.JPG,1
stem_rust,ICLR/test/test/PKRMNK.JPG,2
stem_rust,ICLR/test/test/PO0STE.JPG,2
healthy_wheat,ICLR/test/test/POV53J.jpg,0
leaf_rust,ICLR/test/test/PQLRGZ.jpg,1
stem_rust,ICLR/test/test/PSO8V7.JPG,2
healthy_wheat,ICLR/test/test/PU3KS5.jpg,0
healthy_wheat,ICLR/test/test/PW2MCN.jpg,0
healthy_wheat,ICLR/test/test/PXQ79D.jpg,0
leaf_rust,ICLR/test/test/Q1OIWW.jfif,1
stem_rust,ICLR/test/test/QA7IYK.jpg,2
stem_rust,ICLR/test/test/QAF4XR.JPG,2
leaf_rust,ICLR/test/test/QBMCSF.JPG,1
leaf_rust,ICLR/test/test/QBQ3MU.jfif,1
leaf_rust,ICLR/test/test/QESDCL.jfif,1
leaf_rust,ICLR/test/test/QJE37W.jfif,1
stem_rust,ICLR/test/test/QMYOJ6.jpg,2
leaf_rust,ICLR/test/test/QOAIJ3.jfif,1
leaf_rust,ICLR/test/test/QP94SG.JPG,1
leaf_rust,ICLR/test/test/QRPICT.jfif,1
stem_rust,ICLR/test/test/QSLW1A.JPG,2
leaf_rust,ICLR/test/test/QYHNPR.jfif,1
healthy_wheat,ICLR/test/test/QZCK7S.jpg,0
leaf_rust,ICLR/test/test/QZL820.jfif,1
leaf_rust,ICLR/test/test/R0HI1E.jfif,1
leaf_rust,ICLR/test/test/R7FP03.jfif,1
leaf_rust,ICLR/test/test/RDNOTD.jfif,1
leaf_rust,ICLR/test/test/RFU9SJ.jpg,1
leaf_rust,ICLR/test/test/RHJXWS.jfif,1
leaf_rust,ICLR/test/test/RIHVGZ.JPG,1
leaf_rust,ICLR/test/test/RKXD3P.jfif,1
stem_rust,ICLR/test/test/RMFE9V.JPG,2
healthy_wheat,ICLR/test/test/RMPAL8.jfif,0
stem_rust,ICLR/test/test/ROPN18.JPG,2
leaf_rust,ICLR/test/test/RPP27S.jfif,1
stem_rust,ICLR/test/test/RQH3KT.jfif,2
stem_rust,ICLR/test/test/RX81A2.jpg,2
leaf_rust,ICLR/test/test/RYKGHW.jpg,1
leaf_rust,ICLR/test/test/S7J8A3.jfif,1
stem_rust,ICLR/test/test/S7MCDT.JPG,2
leaf_rust,ICLR/test/test/S913KH.jfif,1
leaf_rust,ICLR/test/test/SMIV0G.jpg,1
healthy_wheat,ICLR/test/test/SR566J.jfif,0
stem_rust,ICLR/test/test/SS11ZQ.JPG,2
leaf_rust,ICLR/test/test/SSF0H9.jfif,1
stem_rust,ICLR/test/test/SYFAQK.jpg,2
stem_rust,ICLR/test/test/T68ZLY.JPG,2
stem_rust,ICLR/test/test/T718DE.jfif,2
stem_rust,ICLR/test/test/T7LG0W.JPG,2
leaf_rust,ICLR/test/test/TC0TZS.JPG,1
leaf_rust,ICLR/test/test/TD4ETQ.jpg,1
healthy_wheat,ICLR/test/test/TDZOK8.jpg,0
stem_rust,ICLR/test/test/TFSHIJ.JPG,2
stem_rust,ICLR/test/test/TGJ20B.jfif,2
leaf_rust,ICLR/test/test/TJ61N5.jfif,1
leaf_rust,ICLR/test/test/TMOGMF.jpg,1
leaf_rust,ICLR/test/test/TO708O.jpg,1
leaf_rust,ICLR/test/test/TOB5OB.jfif,1
leaf_rust,ICLR/test/test/TVPKJX.jpg,1
stem_rust,ICLR/test/test/TVV0DY.JPG,2
healthy_wheat,ICLR/test/test/TX1I8W.jfif,0
stem_rust,ICLR/test/test/TZISQ4.jfif,2
stem_rust,ICLR/test/test/U0PZLQ.jfif,2
stem_rust,ICLR/test/test/U15LHF.JPG,2
leaf_rust,ICLR/test/test/U2GLZO.jpg,1
leaf_rust,ICLR/test/test/U2QBSA.jpg,1
leaf_rust,ICLR/test/test/U3XZKZ.jpg,1
healthy_wheat,ICLR/test/test/U4I5QJ.jpg,0
stem_rust,ICLR/test/test/U4IYWZ.jfif,2
healthy_wheat,ICLR/test/test/U8I1LA.jfif,0
stem_rust,ICLR/test/test/U8L2AD.JPG,2
leaf_rust,ICLR/test/test/UC43IC.jpg,1
leaf_rust,ICLR/test/test/UD23TV.jpg,1
healthy_wheat,ICLR/test/test/UF4NXJ.jpg,0
leaf_rust,ICLR/test/test/UFKL09.jpg,1
stem_rust,ICLR/test/test/UIPPYH.JPG,2
leaf_rust,ICLR/test/test/UJHQ2J.jfif,1
leaf_rust,ICLR/test/test/ULCPMW.jpg,1
stem_rust,ICLR/test/test/URXE6M.jpg,2
leaf_rust,ICLR/test/test/V430Z9.jfif,1
stem_rust,ICLR/test/test/V4HYOA.jfif,2
leaf_rust,ICLR/test/test/V50UPU.jfif,1
leaf_rust,ICLR/test/test/V66D9F.jfif,1
stem_rust,ICLR/test/test/V967QV.JPG,2
leaf_rust,ICLR/test/test/VBR6L3.JPG,1
leaf_rust,ICLR/test/test/VBRW9V.jfif,1
leaf_rust,ICLR/test/test/VFYL64.jfif,1
healthy_wheat,ICLR/test/test/VHVC6L.jpg,0
stem_rust,ICLR/test/test/VNJD86.jfif,2
leaf_rust,ICLR/test/test/VT4FV1.jfif,1
leaf_rust,ICLR/test/test/VTMJM6.jfif,1
leaf_rust,ICLR/test/test/VV4E5H.jfif,1
stem_rust,ICLR/test/test/VWNRJV.JPG,2
stem_rust,ICLR/test/test/VXATQV.JPG,2
stem_rust,ICLR/test/test/VZ7SD1.JPG,2
healthy_wheat,ICLR/test/test/W7B3S5.jfif,0
stem_rust,ICLR/test/test/WCJ52P.jpg,2
stem_rust,ICLR/test/test/WCY8TY.JPG,2
leaf_rust,ICLR/test/test/WEVNCF.jfif,1
leaf_rust,ICLR/test/test/WM6KLP.jfif,1
stem_rust,ICLR/test/test/WP4QZT.JPG,2
leaf_rust,ICLR/test/test/WSOC79.jfif,1
stem_rust,ICLR/test/test/WVLN4Q.JPG,2
stem_rust,ICLR/test/test/WXX7FT.JPG,2
leaf_rust,ICLR/test/test/WYNVC7.jpg,1
leaf_rust,ICLR/test/test/WZ0G5N.jfif,1
leaf_rust,ICLR/test/test/WZ40LJ.jfif,1
leaf_rust,ICLR/test/test/X292N8.jfif,1
leaf_rust,ICLR/test/test/X2P0VH.JPG,1
leaf_rust,ICLR/test/test/X49T3Q.jpg,1
leaf_rust,ICLR/test/test/X7336C.jpg,1
leaf_rust,ICLR/test/test/XEM0EN.JPG,1
healthy_wheat,ICLR/test/test/XFLV58.jpg,0
leaf_rust,ICLR/test/test/XGCF0C.jpg,1
leaf_rust,ICLR/test/test/XGYBWF.JPG,1
stem_rust,ICLR/test/test/XKXIOC.jpg,2
leaf_rust,ICLR/test/test/XNXYRH.jpg,1
stem_rust,ICLR/test/test/XPD4SW.jfif,2
leaf_rust,ICLR/test/test/XRSROJ.JPG,1
stem_rust,ICLR/test/test/XVZ454.jpg,2
leaf_rust,ICLR/test/test/XW716R.jpg,1
leaf_rust,ICLR/test/test/XWNGYU.jfif,1
healthy_wheat,ICLR/test/test/XXXIOT.jfif,0
stem_rust,ICLR/test/test/Y1BK8U.JPG,2
healthy_wheat,ICLR/test/test/Y7VVJU.jfif,0
